batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,1.  **Official Brand Website**,2.  **FSSAI Nutrition Databases**,3.  **Indian Food Composition Tables (NIN-ICMR)**,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
288,jiomart_add_me_add_me_heeng_nimbu_ka_achar_500g_sweet_and_sour_hing_lemon_lime_pickle_without_oil_500_gm_gla,"Add me Heeng nimbu ka achar 500g, Sweet and Sour Hing Lemon Lime Pickle Without Oil 500 gm Glass Pack",Add Me,flavourings,pickles-chutney,500.0,g,314.0,jiomart,,7.4,6.2,0.3,0.5,0.1,0.4,340.0,2.8,"Mustard oil, Hing, Lemon, Lime, Sugar",30g,7.0,,,,,,,,,,,,,,,
289,jiomart_ksetrikagrha_ksetrikagrha_gobindobhog_rice_5kg,Ksetrikagrha Gobindobhog Rice 5kg,Ksetrikagrha,essentials,rice,5.0,kg,2145.0,jiomart,,,,,0.2,0.1,0.5,0.05,0.01,,,,,,,,,,,,,,,,,,
290,jiomart_gustora_gustora_healthy_durum_wheat_macaroni_whole_wheat_spaghetti_pasta_combo_pack_of_2_i_rich_in_p,Gustora Healthy Durum Wheat Macaroni & Whole Wheat Spaghetti Pasta combo pack of 2 I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - (500 Gm X 2),Gustora,noodles_pasta,noodles-pasta,2.0,,251.0,jiomart,350.0,65.0,1.0,10.0,2.0,0.5,4.0,200.0,1.0,,,,,,,,,,,,,,,,,,
291,jiomart_alpino_health_foods_alpino_health_foods_super_muesli_fruit_nuts_750_g_whole_oats_whole_grain_finest_,Alpino Health foods - Super Muesli Fruit & Nuts 750 G | Whole Oats & Whole Grain | Finest Nuts & Raisins | Real Freeze Dried Fruits | No Sugar Infused Fruits,Alpino Health Foods,snacks,breakfast,750.0,g,579.0,jiomart,,65.0,24.0,8.0,20.0,3.5,4.0,,,,,,,,,,,,,,,,,,,,
292,jiomart_dharmasut_dharmasut_strawberry_vanilla_butterscotch_chocolate_pista_mango_rajbhog_ice_cream_powder_1,"Dharmasut Strawberry, Vanilla, Butterscotch, Chocolate, Pista, Mango, Rajbhog Ice Cream Powder, 100 G Each (Combo Of 7)",Dharmasut,ready_to_eat,ready-to-eat,100.0,g,400.0,jiomart,350.0,53.0,45.0,3.0,20.0,12.0,1.0,150.0,0.5,,,,,,,,,,,,,,,,,,
293,jiomart_cook_garden_cookgarden_rolled_oats_500_gm_and_oats_pasta_300_gm_pack_of_2,CookGarden Rolled Oats 500 gm and Oats Pasta 300 gm - Pack Of 2,Cook Garden,snacks,breakfast,500.0,g,349.0,jiomart,,64.4,6.5,12.1,2.3,0.8,3.4,,0.5,"Rolled Oats, Pasta, Mustard Oil, Jaggery, Indian Spices",30g,7.0,,,,,,,,,,,,,,,
294,jiomart_monster_monster_pacific_punch_energy_drink_500_ml_imported_from_usa,"Monster Pacific Punch Energy Drink, 500 ml - Imported from USA",Monster,beverage,juice-drink,500.0,ml,340.0,jiomart,,34.2,33.4,0.5,0.1,0.05,,250.0,2.0,,,,,,,,,,,,,,,,,,
295,jiomart_pink_delight_pink_delight_double_refined_daily_sugararhar_dal_toor_dal_sambhar_dal_1_kg_each_pack_of,Pink Delight |Double Refined Daily Sugar+Arhar Dal (Toor Dal/ Sambhar Dal) | 1 Kg Each | Pack of 2 | 2 Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,430.0,jiomart,375.0,75.5,65.8,12.1,0.9,0.4,3.5,2.0,0.8,,,,,,,,,,,,,,,,,,
296,jiomart_momsy_momsy_premium_homemade_mango_pickle_450gm_aam_ka_achaar_achaar_ghar_ghar_me,"Momsy Premium Homemade Mango Pickle (450gm) Aam Ka Achaar Achaar, Ghar Ghar Me",Momsy,flavourings,pickles-chutney,450.0,g,240.0,jiomart,57.0,12.2,10.5,0.3,4.1,0.8,0.2,250.0,0.5,,,,,,,,,,,,,,,,,,
297,jiomart_rens_farms_rens_farms_hand_rolled_hyderabad_osmania_biscuitspremium_hyderabad_cookies_20_pieces265_g,Rens Farms Hand Rolled Hyderabad Osmania Biscuits-Premium Hyderabad Cookies- 20 Pieces(265 Grams),Rens Farms,snacks,biscuit,20.0,pcs,220.0,jiomart,550.0,70.0,20.0,10.0,25.0,15.0,2.0,350.0,4.0,,,,,,,,,,,,,,,,,,
298,jiomart_diljeet_spices_diljeet_spices_3kg_dhaaga_mishri_rock_sugar_1kgx3,Diljeet Spices 3Kg Dhaaga Mishri |Rock Sugar (1Kgx3),Diljeet Spices,essentials,salt-sugar,3.0,kg,488.0,jiomart,,,64.0,0.1,2.5,1.8,0.3,,14.0,,,,,,,,,,,,,,,,,,
299,jiomart_britannia_britannia_treat_orange_creme_wafers_biscuits_55_g,Britannia Treat Orange Creme Wafers Biscuits 55 g,Britannia,snacks,biscuit,55.0,g,22.0,jiomart,375.0,55.0,14.0,4.0,20.0,11.0,0.5,350.0,2.0,,,,,,,,,,,,,,,,,,
300,jiomart_poorvigam_poorvigam_wooden_cold_pressed_groundnut_oil_peanut_oil_5_ltr,Poorvigam Wooden Cold Pressed Groundnut Oil| Peanut Oil| 5 LTR,Poorvigam,essentials,oil,5.0,L,1599.0,jiomart,,0.5,0.1,2.4,86.9,8.3,0.5,,0.1,,,,,,,,,,,,,,,,,,
301,jiomart_yogabar_yogabar_dark_chocolate_peanut_butter_and_breakfast_bars_combo_dark_chocolate_peanut_butter_b,"Yogabar Dark Chocolate Peanut Butter and Breakfast Bars Combo | Dark Chocolate Peanut Butter | Breakfast Protein Variety (Almond Coconut, Apricot & Fig, Blueberry, Apple Cinnamon Bars)",Yogabar,snacks,breakfast,,,534.0,jiomart,550.0,65.0,35.0,10.0,30.0,15.0,2.0,250.0,1.0,,,,,,,,,,,,,,,,,,
302,jiomart_oya_oya_chocolate_crunchy_almond_dates_pemium_chocolate_dates_crunchy_almond_250_grams_dark_chocolat,"Oya Chocolate Crunchy Almond Dates Pemium Chocolate Dates Crunchy Almond, 250 Grams (Dark Chocolates, 250G) Healthy Guilt-Free Snack, Dates Filled Crunchy Almonds,Chocodate Date",Oya,chocolate,chocolate,250.0,g,281.0,jiomart,,44.2,24.5,4.1,18.9,12.3,2.5,,0.7,"Dates, Almonds, Sugar, Cocoa Mass, Vegetable Oil (Mustard Oil), Cocoa Butter, Skimmed Milk Powder, Natural Flavour, Emulsifier (Soy Lecithin)",30g,8.0,,,,,,,,,,,,,,,
303,jiomart_postman_postman_wood_pressed_mustard_oil_1l_bottle,Postman Wood Pressed Mustard Oil 1L Bottle,Postman,essentials,oil,1.0,L,285.0,jiomart,890.0,0.0,0.0,0.0,99.0,9.6,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
304,jiomart_mr_gold_mrgold_refined_groundnut_oil_can5l,"Mr.Gold Refined Groundnut Oil Can,5L",Mr. Gold,essentials,oil,,,1100.0,jiomart,,,,0.2,14.5,8.3,0.1,0.4,,,,,,,,,,,,,,,,,,,
305,jiomart_healthy_panda_healthy_panda_dry_coconut_garlic_chutney_500_g_pack_of_4,Healthy Panda Dry Coconut Garlic Chutney - 500 g (Pack of 4),Healthy Panda,flavourings,pickles-chutney,500.0,g,292.0,jiomart,,,,,7.5,4.2,0.5,,1.8,,,,,,,,,,,,,,,,,,
306,jiomart_yogabar_yogabar_power_up_20g_protein_bar_1_bar_choco_peanut_butter_no_added_sugar_protein_bars_premi,"Yogabar Power Up 20g Protein Bar (1 Bar, Choco Peanut Butter) | No Added Sugar Protein Bars | Premium High Protein Blend - Whey Protein Concentrate, Isolate, Peanuts & Soy | Healthy Protein Snacks",Yogabar,snacks,breakfast,20.0,g,130.0,jiomart,,23.0,8.0,20.0,7.0,1.5,2.0,150.0,0.3,"Whey Protein Concentrate, Isolate, Peanuts, Soy, Peanut Butter",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
307,jiomart_diljeet_spices_diljeet_spices_500gm_rajgira_atta_amaranth_flour,Diljeet Spices 500Gm Rajgira Atta |Amaranth Flour,Diljeet Spices,essentials,flour,500.0,g,178.0,jiomart,360.0,74.5,1.2,12.3,4.8,0.9,6.5,1.0,0.2,,,,,,,,,,,,,,,,,,
308,jiomart_shree_shree_watermelon_seeds_250_g,Shree Watermelon Seeds 250 g,Shree,essentials,dry-fruits-nuts,250.0,g,299.0,jiomart,550.0,20.8,4.2,7.5,24.3,11.1,0.8,10.0,0.4,,,,,,,,,,,,,,,,,,
309,jiomart_trinetra_trinetra_bura_20_kg_sugar_powder,Trinetra Bura 20 Kg Sugar Powder,Trinetra,essentials,salt-sugar,20.0,kg,1870.0,jiomart,,,99.9,,,,,,,,,,,,,,,,,,,,,,,,
310,jiomart_organic_tattva_organic_tattva_chitra_rajma_500_g,Organic Tattva Chitra Rajma 500 g,Organic Tattva,essentials,pulses,500.0,g,169.0,jiomart,360.0,60.0,2.5,21.1,7.3,1.8,4.5,2.0,0.6,,,,,,,,,,,,,,,,,,
311,jiomart_suhana_suhana_rice_idli_mix_200g_box_pack_of_4,Suhana Rice Idli Mix 200g Box - Pack of 4,Suhana,ready_to_eat,ready-to-eat,200.0,g,219.0,jiomart,350.0,62.5,2.8,4.7,12.1,6.3,0.5,350.0,2.8,,,,,,,,,,,,,,,,,,
312,jiomart_9am_9am_stuffed_red_chilli_pickle_900g,9am Stuffed Red Chilli Pickle 900G,9Am,flavourings,pickles-chutney,9.0,,299.0,jiomart,60.0,10.5,8.2,0.3,4.1,0.9,0.5,250.0,2.5,,,,,,,,,,,,,,,,,,
313,jiomart_true_elements_true_elements_muesli_no_added_sugar_400g_14g_clean_protein_18_millets_cereal_for_break,True Elements Muesli No Added Sugar 400g - 14g Clean Protein | 18% Millets | Cereal for Breakfast,True Elements,snacks,breakfast,400.0,g,210.0,jiomart,370.0,65.0,5.0,14.0,8.0,2.5,4.0,50.0,0.1,"Millet, Oats, Wheat, Jaggery, Ghee, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
314,jiomart_independence_independence_mogra_basmati_rice_10_kg,Independence Mogra Basmati Rice 10 kg,Independence,essentials,rice,10.0,kg,712.0,jiomart,,2.5,0.6,1.8,0.3,0.1,0.7,,0.2,,,,,,,,,,,,,,,,,,
315,jiomart_manama_manama_lime_and_mint_mojito_syrup_and_blue_curacao_fruit_twist_syrup_250ml_each_pack_of_2,"Manama Lime and Mint Mojito Syrup and Blue Curacao Fruit Twist Syrup 250ML Each, Pack of 2",Manama,beverage,juice-drink,250.0,ml,240.0,jiomart,,,10.5,0.2,0.1,0.05,0.2,,,"Lime, Mint, Sugar, Blue Curacao Fruit Twist Syrup",30g,7.0,,,,,,,,,,,,,,,
316,jiomart_derby_derbynaranja_orange_flavoured_candy_300pcs_in_a_jar_party_pack_santra_goli_kal_aaj_aur_kal_ret,Derby_Naranja Orange Flavoured Candy | 300pcs in a Jar | Party Pack | Santra Goli Kal Aaj aur Kal | Return Gifts for Birthday to Your Family and Friends,Derby,chocolate,chocolate,300.0,pcs,285.0,jiomart,,,25.0,2.5,12.5,9.5,0.5,,,,,,,,,,,,,,,,,,,,
317,jiomart_mother_dairy_mother_dairy_cheese_cubes_180_g_carton,Mother Dairy Cheese Cubes 180 g (Carton),Mother Dairy,dairy,cheese-paneer,180.0,g,101.0,jiomart,350.0,7.0,6.0,24.0,26.0,16.0,0.0,250.0,1.5,"Paneer ( Milk Protein), Water, Salt, Rennet, Enzymes, Cheese Cultures, Natural Flavor.",30g,7.0,,,,,,,,,,,,,,,
318,jiomart_orgaq_organicky_orgaq_organicky_organic_wheat_dalia_500g_,Orgaq Organicky Organic Wheat Dalia - 500g ,|Orgaq Organicky,essentials,flour,500.0,g,210.0,jiomart,362.0,73.2,1.4,12.3,0.9,0.6,2.5,1.4,0.3,"Wheat Flour, Mustard Oil, Jaggery, Spices",30g,7.0,,,,,,,,,,,,,,,
319,jiomart_five_star_five_star_home_pack_chocolate_2314_g,Five Star Home Pack Chocolate 231.4 g,Five Star,chocolate,chocolate,231.4,g,118.0,jiomart,550.0,59.0,46.0,5.0,37.0,24.0,2.0,10.0,1.5,,30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
320,jiomart_aeroplane_aeroplane_daily_basmati_biryani_rice_25_kg,"Aeroplane Daily Basmati Biryani Rice , 25 Kg",Aeroplane,essentials,rice,25.0,kg,2499.0,jiomart,,2.3,0.6,1.4,0.7,0.4,0.8,,0.2,,,,,,,,,,,,,,,,,,
321,jiomart_orgaq_organicky_orgaq_organicky_brown_sugar_pure_and_healthy_natural_sweetener_1kg,OrgaQ Organicky Brown Sugar Pure and Healthy Natural Sweetener 1kg,Orgaq Organicky,essentials,salt-sugar,1.0,kg,289.0,jiomart,,38.4,37.5,0.1,0.2,0.1,,0.01,0.03,,,,,,,,,,,,,,,,,,
322,jiomart_fruvanta_fruvanta_kesar_flavor_food_essence30gm,Fruvanta Kesar Flavor food Essence.30gm,Fruvanta,flavourings,pickles-chutney,0.3,g,149.0,jiomart,,3.5,1.2,0.1,0.7,0.4,,10.0,2.0,,,,,,,,,,,,,,,,,,
323,jiomart_nani_ki_kahani_nani_ki_kahani_home_made_mango_green_chilli_pickle_500gm_250gm_each_pack_home_made_ac,NANI KI KAHANI Home Made Mango & Green Chilli Pickle 500gm [ 250gm Each Pack ] Home Made Achaar with Organic Methods and Preservative free | Fresh Green Chillies and Aromatic Spices (Pack of 2),Nani Ki Kahani,flavourings,pickles-chutney,500.0,g,399.0,jiomart,,6.4,5.2,0.3,21.1,12.9,0.6,350.0,2.5,,,,,,,,,,,,,,,,,,
324,jiomart_kush_gold_kush_gold_durum_wheat_pasta_combo_pack_of_elbow_macaroni_penne_pasta_400gm_each,Kush Gold Durum Wheat Pasta - Combo Pack of Elbow Macaroni & Penne Pasta (400gm Each),Kush Gold,noodles_pasta,noodles-pasta,400.0,g,299.0,jiomart,350.0,65.0,1.0,9.0,2.0,0.5,1.0,200.0,0.4,,,,,,,,,,,,,,,,,,
325,jiomart_celest_celest_green_tea_ginger_mint_lemon_with_added_vitamin_c_100_tea_bags_green_tea,"Celest Green Tea Ginger, Mint & Lemon, with added Vitamin C, 100 Tea Bags | Green Tea",Celest,beverage,tea-cofee,100.0,,350.0,jiomart,,3.2,1.5,0.4,0.2,0.1,0.3,10.0,,,,,,,,,,,,,,,,,,,
326,jiomart_the_tea_trove_herbal_dandelion_tea_bag_organic_25_ecofriendly_tea_bags_in_resealable_pouch_by_the_te,Herbal Dandelion Tea Bag Organic - 25 Eco-Friendly tea bags in Resealable pouch by The Tea Trove,The Tea Trove,beverage,tea-cofee,25.0,Eco,205.0,jiomart,,,,0.2,0.1,0.05,0.5,10.0,,,,,,,,,,,,,,,,,,,
327,jiomart_vatan_tea_vatan_tea_brokens_1_kg_economical_tea,Vatan Tea Brokens 1 kg | Economical Tea,Vatan Tea,beverage,tea-cofee,1.0,kg,320.0,jiomart,,3.5,1.2,0.4,0.2,0.1,0.5,,0.05,,,,,,,,,,,,,,,,,,
328,jiomart_denali_foods_denali_dark_choco_chips_rainbow_sprinkles_cakes_cookies_ice_cream_desserts_sprinkles_35,"Denali Dark Choco Chips & Rainbow Sprinkles| Cakes, Cookies, Ice Cream, Desserts| Sprinkles| 350g",Denali Foods,chocolate,chocolate,350.0,g,279.0,jiomart,550.0,64.0,54.0,7.0,38.0,28.0,2.0,10.0,0.5,,,,,,,,,,,,,,,,,,
329,jiomart_momsy_momsy_premium_multigrain_choco_fills_made_with_oats_corn_wheat_rice_zero_cholesterol_250gm,"Momsy Premium Multigrain Choco Fills (Made with Oats, Corn, Wheat, Rice, Zero Cholesterol (250gm)",Momsy,snacks,biscuit,250.0,g,177.0,jiomart,550.0,75.0,20.0,10.0,25.0,12.0,2.0,200.0,3.0,,,,,,,,,,,,,,,,,,
330,jiomart_pothigai_natural_pothigai_natural_combo_citron_narthangai_pickle_250g_mahali_pickle_250g_pure_home_m,Pothigai Natural Combo Citron / Narthangai Pickle 250g + Mahali Pickle 250g / Pure Home Made Pickle / Made with Wooden Cold Pressed Gingelly Oil / No Preservatives/ 100% Natural ( Pack of 2),Pothigai Natural,flavourings,pickles-chutney,250.0,g,435.0,jiomart,60.0,6.5,2.5,0.3,4.8,1.2,0.5,150.0,5.0,,,,,,,,,,,,,,,,,,
331,jiomart_fruvanta_fruvanta_schezwan_chutney_200gm,Fruvanta Schezwan Chutney (200gm),Fruvanta,spread,sauce-ketchup-butter,200.0,g,160.0,jiomart,60.0,10.2,8.5,1.3,4.9,0.7,0.2,250.0,0.5,,,,,,,,,,,,,,,,,,
332,jiomart_cravova_cravova_green_apple_mojito_300_ml,Cravova Green Apple Mojito 300 ml,Cravova,beverage,juice-drink,300.0,ml,30.0,jiomart,,,10.0,0.2,0.5,0.3,0.1,,,,,,,,,,,,,,,,,,,,
333,jiomart_fruvanta_fruvanta_combo_pizza_pasta_sauce_and_eggless_mayonnaise200gm_x_2pack_of_2,Fruvanta Combo Pizza Pasta Sauce and Eggless Mayonnaise.(200gm x 2(Pack of 2),Fruvanta,spread,sauce-ketchup-butter,200.0,g,249.0,jiomart,,6.5,1.8,0.2,13.5,7.3,,350.0,1.8,,,,,,,,,,,,,,,,,,
334,jiomart_gustora_gustora_healthy_fusilli_rigatoni_pasta_combo_pack_of_2_made_of_durum_wheat_semolina_i_rich_i,Gustora Healthy Fusilli & Rigatoni Pasta Combo Pack of 2 Made Of Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - 700 Gm,Gustora,noodles_pasta,noodles-pasta,2.0,,191.0,jiomart,350.0,65.0,1.0,12.0,4.0,0.5,6.0,200.0,2.0,,,,,,,,,,,,,,,,,,
335,jiomart_grainka_grainka_jeera_rice_5_kg_aged_aromatic_seeraga_samba_jeerakasala_jeera_samba_rice_small_grain,"Grainka Jeera Rice | | 5 KG | | Aged | | Aromatic | | Seeraga Samba / Jeerakasala / Jeera Samba Rice (Small Grain, Raw)",Grainka,essentials,rice,5.0,kg,1220.0,jiomart,350.0,70.0,1.0,4.0,2.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,
336,jiomart_gits_gits_ready_meals_pau_bhaji_300_g,Gits Ready Meals Pau Bhaji 300 g,Gits,ready_to_eat,ready-to-eat,300.0,g,101.0,jiomart,370.0,63.5,10.2,4.8,19.1,9.3,0.5,350.0,2.4,,,,,,,,,,,,,,,,,,
337,jiomart_first_flavour_first_flavour_premium_danedaar_teactc_dust_tea_strong_kadak_regular_black_tea_single_o,"First Flavour Premium Danedaar Tea+CTC Dust Tea Strong Kadak Regular Black Tea Single Origin Tea, Fresh Assam Tea Premium Chai Patti Loose Leaf Tea 500gm(CTC Dust 250gm+ Danedaar 250 Gm)",First Flavour,beverage,tea-cofee,500.0,g,209.0,jiomart,,,2.8,0.5,0.1,0.05,0.4,2.0,,"Danedaar Tea, CTC Dust, Black Tea, Assam Tea, Chai Patti",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
338,jiomart_marwar_marwar_moong_dal_badi_400_grams_mangodi_wadi_home_made,Marwar Moong Dal Badi 400 Grams | Mangodi Wadi | Home Made,Marwar,ready_to_eat,ready-to-eat,400.0,g,189.0,jiomart,360.0,70.8,7.2,11.3,4.9,1.6,0.8,250.0,2.5,,,,,,,,,,,,,,,,,,
339,jiomart_marwar_marwar_gurjaggery_1_kg_gud_cubes_chemical_free_organic_no_preservatives_added_whole_gur_cube,"Marwar GurJaggery 1 Kg (Gud Cubes, Chemical Free, Organic, No Preservatives Added) , Whole Gur Cube",Marwar,essentials,salt-sugar,1.0,kg,99.0,jiomart,,73.8,72.2,0.3,0.1,0.04,0.4,,0.02,,,,,,,,,,,,,,,,,,
340,jiomart_add_me_add_me_hand_made_mango_pickle_500g_in_mustard_oil_north_indian_aam_ka_achar,Add Me Hand Made Mango Pickle 500g in mustard oil North Indian Aam ka Achar,Add Me,flavourings,pickles-chutney,500.0,g,230.0,jiomart,,12.5,8.2,0.6,25.1,15.4,,350.0,2.5,,,,,,,,,,,,,,,,,,
341,jiomart_sunday_sunday_refined_sunflower_oil_800_g,Sunday Refined Sunflower Oil 800 g,Sunday,essentials,oil,800.0,g,152.0,jiomart,,,,,89.5,7.8,,,0.1,"Sunflower seeds, Vegetable oils",30g,7.0,,,,,,,,,,,,,,,
342,jiomart_swad_swad_chhundo_200g,SWAD Chhundo 200g,Swad,flavourings,pickles-chutney,200.0,g,119.0,jiomart,375.0,21.8,7.3,0.5,20.2,12.1,0.6,350.0,3.8,,,,,,,,,,,,,,,,,,
343,jiomart_bournville_cadbury_bournville_classic_50_dark_chocolate_75_g,Cadbury Bournville Classic 50% Dark Chocolate 75 g,Bournville,chocolate,chocolate,75.0,g,97.0,jiomart,,,47.8,4.9,44.3,34.2,1.5,,0.4,,30g,7.0,,,,,,,,,,,,,,,
344,jiomart_shivas_shivas_moong_atta_moong_dal_flour_yellow_gram_flour_500_gm,SHIVA'S MOONG ATTA | MOONG DAL FLOUR | YELLOW GRAM FLOUR - 500 GM,Shiva'S,essentials,flour,500.0,g,199.0,jiomart,360.0,75.0,2.0,15.0,5.0,1.5,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,
345,jiomart_shree_aanantam_shree_aanantam_cold_pressed_rice_bran_oil_1_liter_bottle_kolhukacchi_ghanichekku_100_,Shree Aanantam Cold Pressed Rice Bran Oil - 1 Liter| Bottle | Kolhu/Kacchi Ghani/Chekku | 100% Pure & Natural | Chemical-Free | Wood Pressed Rice Bran Oil for Cooking,Shree Aanantam,essentials,oil,1.0,L,998.0,jiomart,,,,0.2,14.3,7.8,0.5,,,,,,,,,,,,,,,,,,,,
346,jiomart_kitchen_champion_kitchen_champion_long_grain_basmati_rice_super_5kg_premium_aged_basmati_rice_with_e,"KITCHEN CHAMPION Long Grain Basmati Rice Super 5kg - Premium Aged Basmati Rice with Extra-Long, Aromatic & Fluffy Grains, Ideal for Biryani, Pulao & Daily Cooking, Naturally Non-Sticky and Flavorful Rice Pack",Kitchen Champion,essentials,rice,5.0,kg,680.0,jiomart,109.0,2.8,0.1,2.3,0.5,0.2,0.6,0.1,0.05,,,,,,,,,,,,,,,,,,
347,jiomart_luvit_luvit_crazy_mango_candy_144_g,Luvit Crazy Mango Candy 144 g,Luvit,chocolate,chocolate,144.0,g,44.0,jiomart,,,45.7,2.5,22.9,16.3,0.5,,,,,,,,,,,,,,,,,,,,
348,jiomart_goshudhfreedom_from_adulteration_goshudh_besan_1_kg_pack,Goshudh Besan 1 kg Pack,Goshudh-Freedom From Adulteration,essentials,flour,1.0,kg,275.0,jiomart,,65.5,2.8,6.3,4.1,0.9,2.5,,0.8,,,,,,,,,,,,,,,,,,
349,jiomart_chefs_basket_chefs_basket_durum_wheat_penne_pasta_500_g,Chef's Basket Durum Wheat Penne Pasta 500 g,Chef'S Basket,noodles_pasta,noodles-pasta,500.0,g,84.0,jiomart,350.0,65.0,1.0,10.0,8.0,2.0,3.0,200.0,0.5,,,,,,,,,,,,,,,,,,
350,jiomart_crumb_haven_crumb_haven_honey_oat_cookies_no_palm_oilonly_desi_ghee_no_preservatives_zero_trans_fat_,Crumb Haven Honey Oat Cookies | No Palm Oil-Only Desi Ghee | No Preservatives | Zero Trans Fat | 100g,Crumb Haven,snacks,biscuit,100.0,g,179.0,jiomart,550.0,65.0,20.0,5.0,25.0,10.0,2.0,150.0,3.0,,,,,,,,,,,,,,,,,,
351,jiomart_navjeevan_navjeevan_fennel_seeds_1kg,NAVJEEVAN FENNEL SEEDS 1kg,Navjeevan,essentials,masala,1.0,kg,250.0,jiomart,370.0,59.5,7.8,4.2,22.9,10.3,1.5,0.8,0.4,,,,,,,,,,,,,,,,,,
352,jiomart_la_casa_la_casa_belgian_chocolate_cake_mix_300_gm,La Casa Belgian Chocolate Cake Mix 300 Gm,La Casa,ready_to_eat,ready-to-eat,300.0,g,259.0,jiomart,550.0,60.0,25.0,5.0,20.0,10.0,2.0,350.0,0.8,,,,,,,,,,,,,,,,,,
353,jiomart_bewon_bewon_green_raisins_1kg_dry_fruits_source_of_potassium_healthy_nutritioustasty_snacks_fat_free,"Bewon Green Raisins 1kg | Dry Fruits Source Of Potassium, Healthy & NutritiousTasty Snacks | Fat Free | Source of Dietary Fiber",Bewon,essentials,dry-fruits-nuts,1.0,kg,699.0,jiomart,,67.2,64.5,1.4,0.3,0.1,6.2,,0.01,,,,,,,,,,,,,,,,,,
354,jiomart_wheatkart_wheatkart_whole_wheat_atta_10_kg,Wheatkart Whole Wheat Atta - 10 KG,Wheatkart,essentials,flour,10.0,kg,689.0,jiomart,348.0,74.2,1.4,12.3,2.5,0.6,8.9,1.4,0.7,,,,,,,,,,,,,,,,,,
355,jiomart_flavourickles_flavourickles_mixed_pickle_pack_of_10,FLAVOURICKLES Mixed pickle (PACK OF 10),Flavourickles,flavourings,pickles-chutney,10.0,pack,1999.0,jiomart,,12.5,8.2,1.3,7.9,4.6,0.5,350.0,2.1,,,,,,,,,,,,,,,,,,
356,jiomart_dukes_dukes_creme_4_fun_strawberry_sandwich_biscuits_145_g,Dukes Creme 4 Fun Strawberry Sandwich Biscuits 145 g,Dukes,snacks,biscuit,4.0,Fun,17.0,jiomart,,35.2,10.8,3.1,12.5,7.4,0.6,250.0,2.3,,,,,,,,,,,,,,,,,,
357,jiomart_gustora_gustora_100_durum_wheat_i_fiber_rich_i_nongmo_i_vegetarian_i_penne_rigate_500g_macaroni_500g,"Gustora 100% Durum Wheat I Fiber Rich I Non-GMO I Vegetarian I Penne Rigate (500g) & Macaroni (500g) Pasta Combo (Pack of 2, 1 kg)",Gustora,noodles_pasta,noodles-pasta,500.0,g,227.0,jiomart,,38.5,0.9,6.3,1.2,0.7,4.5,200.0,0.8,"Durum Wheat, Water, Salt, Acidity Regulator (Citric Acid), Maltodextrin, Vegetable Oil (Mustard Oil), Natural Flavor, Iodised Salt, Emulsifier (Soy Lecithin)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
358,jiomart_ritually_pure_ritually_pure_100_organic_himalayan_rock_salt_saindha_namak_with_natural_taste_mineral,Ritually Pure 100% Organic | Himalayan Rock Salt | Saindha Namak |With Natural Taste Minerals| 1 Kg,Ritually Pure,essentials,salt-sugar,1.0,kg,245.0,jiomart,,,,,0.2,0.1,,200.0,60.0,,,,,,,,,,,,,,,,,,
359,jiomart_andramart_andramart_solitaire_4_pc_broken_split_cashew_kaju_500_gm,Andramart solitaire 4 PC Broken Split Cashew (Kaju)) 500 gm,Andramart,essentials,dry-fruits-nuts,4.0,PC,435.0,jiomart,,34.9,10.5,21.2,32.1,4.3,7.8,,0.5,,,,,,,,,,,,,,,,,,
360,jiomart_kwik_snack_kwik_snack_delicious_fresh_tasty_mixed_pickel_achar_500_gm,"Kwik Snack Delicious, Fresh & Tasty MIXED PICKEL/ Achar 500 GM",Kwik Snack,flavourings,pickles-chutney,500.0,g,237.0,jiomart,375.0,25.5,14.2,3.8,20.9,12.6,0.5,350.0,2.1,,,,,,,,,,,,,,,,,,
